Temperature,Humidity,Wind Speed,Precipitation (%),Weather Type,Atmospheric Pressure,UV Index,Season,Visibility (km),Cloud Cover
31,56,1,68,Cloudy,920.85,14,Autumn,8,partly cloudy
10,64,11,57,Sunny,896.76,3,Spring,19,partly cloudy
-2,76,9,65,Snowy,997.49,0,Winter,3,overcast
34,57,9.5,14,Cloudy,1001.57,3,Spring,9,partly cloudy
14,70,14,29,Cloudy,1007.08,2,Spring,8.5,partly cloudy
12,96,6,78,Rainy,1015.87,3,Spring,4,overcast
22,64,8.5,0,Sunny,1011.35,9,Summer,8.5,clear
12,65,6.5,99,Rainy,996.32,3,Autumn,4,overcast
10,80,19.5,85,Rainy,1018.4,2,Spring,4.5,overcast
16,57,4.5,43,Cloudy,1004.93,4,Spring,6,partly cloudy
31,68,3.5,6,Sunny,1014.12,8,Winter,6,clear
21,94,13.5,81,Rainy,1006.73,3,Autumn,2,overcast
7,80,26,93,Snowy,982.48,0,Winter,2,overcast
27,89,16,59,Rainy,1012.16,2,Winter,4,overcast
34,63,9,17,Sunny,1012.59,5,Winter,9,clear
-6,33,1,76,Snowy,1084.82,8,Winter,11,cloudy
27,77,13.5,24,Cloudy,1015.2,4,Autumn,5.5,partly cloudy
40,73,19.5,85,Sunny,1020.91,4,Spring,12,clear
-5,86,11.5,56,Snowy,981.6,1,Winter,1.5,overcast
-2,96,13.5,77,Snowy,990.92,1,Winter,4.5,overcast
3,76,14,57,Snowy,996.71,1,Winter,2.5,overcast
-5,66,1,97,Snowy,990.5,0,Winter,2,overcast
3,73,14,79,Snowy,997.57,1,Winter,2,overcast
29,77,3.5,22,Cloudy,1018.95,3,Winter,7,overcast
35,59,3,14,Sunny,1021.19,9,Summer,9.5,partly cloudy
43,21,0.5,16,Sunny,1021.6,5,Spring,9.5,clear
24,54,1,4,Sunny,1017.97,5,Autumn,10,clear
33,83,27.5,102,Cloudy,1003.99,4,Autumn,5,partly cloudy
27,45,0,6,Sunny,1010.85,10,Summer,8.5,clear
0,60,17.5,57,Snowy,991.36,0,Winter,1,overcast
23,50,1.5,25,Cloudy,1006.93,4,Autumn,7,partly cloudy
3,78,8,63,Snowy,981.17,0,Winter,2.5,overcast
33,56,9,19,Cloudy,1008.6,4,Spring,8.5,overcast
-2,79,4,74,Snowy,982.18,0,Winter,3,overcast
-24,100,17.5,81,Snowy,995.8,6,Winter,4,overcast
28,58,8,30,Cloudy,1012.78,3,Spring,8,partly cloudy
2,74,14,67,Sunny,1013.77,8,Winter,12.5,partly cloudy
30,79,5,85,Rainy,991.31,2,Summer,4.5,overcast
30,56,12,33,Cloudy,1001.35,2,Summer,9,overcast
32,60,19.5,59,Rainy,1012.87,3,Winter,4,overcast
41,79,2.5,49,Sunny,851.14,3,Winter,15.5,cloudy
32,94,11,80,Rainy,1015.62,1,Spring,5,partly cloudy
-1,99,4,91,Snowy,996.57,0,Winter,4,overcast
4,67,20,58,Snowy,995.92,1,Winter,2.5,partly cloudy
14,68,11,14,Cloudy,1000.36,1,Autumn,5.5,partly cloudy
30,88,9,76,Rainy,1009.19,2,Spring,4,overcast
-7,76,1,84,Snowy,997.14,0,Winter,2.5,overcast
44,69,2,9,Sunny,1014.44,9,Spring,8.5,partly cloudy
24,44,1.5,10,Sunny,1016.28,11,Autumn,10,clear
-14,83,15,108,Snowy,999.33,11,Winter,4,overcast
17,66,14.5,14,Cloudy,1003.45,4,Winter,5.5,overcast
28,72,8,75,Rainy,993.3,1,Autumn,3.5,partly cloudy
18,66,14,10,Cloudy,1000.04,1,Autumn,8,partly cloudy
10,55,3.5,29,Cloudy,1019.41,3,Summer,7,partly cloudy
19,45,6,26,Sunny,1012.42,1,Spring,2.5,overcast
1,74,2.5,89,Snowy,993.98,0,Winter,3.5,partly cloudy
24,89,14,80,Rainy,1005.61,3,Summer,4,overcast
13,79,6,13,Cloudy,1000.6,3,Spring,7.5,overcast
35,32,6.5,0,Sunny,1015.19,9,Summer,7,partly cloudy
2,93,10.5,89,Snowy,987.24,0,Winter,1.5,partly cloudy
13,53,2.5,39,Cloudy,1006.73,1,Winter,8,overcast
28,84,37.5,105,Rainy,1018.64,5,Spring,2,partly cloudy
27,43,7,10,Sunny,1015.41,10,Autumn,8,clear
4,66,15,51,Snowy,994.04,0,Winter,2,overcast
14,99,6.5,54,Rainy,991.63,3,Summer,1.5,partly cloudy
25,23,1,8,Sunny,1021.91,7,Spring,7.5,partly cloudy
20,69,0.5,49,Cloudy,1019.58,1,Spring,6.5,partly cloudy
19,83,11.5,95,Rainy,1011.46,0,Summer,4.5,partly cloudy
25,66,8,91,Rainy,992.8,2,Spring,5,overcast
22,62,13.5,71,Rainy,1018.8,2,Autumn,3.5,overcast
27,22,8.5,10,Sunny,1023.11,5,Summer,6.5,clear
60,70,20.5,77,Rainy,1012.82,7,Autumn,2.5,partly cloudy
36,97,20.5,91,Sunny,1013.2,12,Summer,3,clear
30,73,0.5,49,Cloudy,1008.36,4,Winter,8.5,partly cloudy
29,71,1.5,17,Cloudy,1005.52,1,Spring,8.5,overcast
19,65,8,27,Cloudy,1011.53,4,Spring,5.5,partly cloudy
3,96,16,80,Snowy,995.24,1,Winter,4,overcast
3,73,14,93,Snowy,989.23,1,Winter,3.5,overcast
44,61,8,1,Sunny,1021.46,9,Spring,6.5,clear
35,58,14,88,Cloudy,998.62,0,Autumn,11.5,partly cloudy
19,79,9.5,21,Cloudy,1018.91,1,Winter,7.5,partly cloudy
18,70,4,93,Rainy,969.49,11,Winter,10,cloudy
-9,64,13.5,89,Snowy,997.55,1,Winter,3,overcast
28,91,11.5,96,Sunny,1016.87,14,Summer,2.5,clear
21,62,7.5,33,Cloudy,1001.14,4,Winter,7.5,partly cloudy
30,65,16,90,Rainy,1000.92,0,Winter,3,partly cloudy
29,78,12.5,20,Cloudy,1016.25,4,Winter,7,partly cloudy
42,52,4,13,Sunny,1023.36,6,Winter,5.5,clear
73,108,12,80,Sunny,1013.13,10,Autumn,7,partly cloudy
-10,92,6,93,Snowy,992.16,0,Winter,5,overcast
-5,68,13.5,81,Snowy,998.64,0,Winter,3.5,overcast
-10,59,14,20,Sunny,863.05,2,Autumn,15.5,cloudy
26,73,13,19,Cloudy,1019.26,4,Summer,5.5,partly cloudy
38,39,4,3,Sunny,1024.99,8,Winter,5.5,partly cloudy
0,62,14,65,Snowy,997.76,1,Winter,4.5,overcast
14,71,0.5,12,Cloudy,1013.68,4,Autumn,7,overcast
3,99,1.5,56,Snowy,998.52,0,Winter,2.5,overcast
21,90,17,60,Rainy,998.15,2,Autumn,4,partly cloudy
1,85,7.5,79,Snowy,981.76,1,Winter,4.5,overcast
31,70,19.5,88,Cloudy,1017.88,6,Winter,5.5,overcast
28,62,1,2,Sunny,1027.03,10,Spring,5.5,clear
-13,56,13,56,Rainy,841.83,14,Spring,19.5,overcast
51,82,25.5,88,Cloudy,1009.75,10,Summer,2.5,overcast
-4,82,14,96,Snowy,984.21,14,Winter,1,overcast
-7,94,4,78,Snowy,992.39,0,Winter,5,partly cloudy
20,64,9,13,Sunny,1015.34,6,Summer,8,partly cloudy
26,27,6,18,Sunny,1024.09,5,Autumn,6,clear
24,51,0,22,Cloudy,1009.32,2,Winter,5.5,partly cloudy
24,56,5,19,Sunny,1017.25,8,Summer,9.5,clear
31,51,1.5,4,Sunny,1027.54,7,Spring,8,clear
34,52,4.5,29,Cloudy,1014.19,1,Summer,5.5,overcast
17,83,17,54,Rainy,990.52,3,Autumn,2.5,partly cloudy
21,56,5,39,Cloudy,1013.36,3,Summer,8,partly cloudy
12,79,6.5,80,Rainy,1008.27,0,Summer,1,partly cloudy
-1,71,16.5,51,Snowy,983.2,0,Winter,4,partly cloudy
25,71,15,107,Rainy,1010.26,7,Spring,6.5,overcast
25,29,6.5,6,Sunny,1015.17,9,Spring,5.5,clear
29,63,7,88,Rainy,1000.99,0,Summer,2.5,overcast
20,64,5,64,Rainy,1013.05,1,Winter,2.5,partly cloudy
16,76,8.5,46,Cloudy,1015.34,4,Summer,7,partly cloudy
-18,55,11.5,43,Rainy,1051.41,6,Winter,10.5,cloudy
37,25,2.5,12,Sunny,1017.93,11,Summer,8.5,partly cloudy
19,80,24.5,70,Cloudy,1006.31,11,Spring,4,partly cloudy
37,49,5.5,3,Sunny,1027.14,9,Spring,8.5,partly cloudy
32,30,6.5,3,Sunny,1010.51,6,Winter,9,partly cloudy
-9,55,3,71,Snowy,823.54,6,Summer,11,cloudy
13,52,9.5,42,Cloudy,1012.28,3,Winter,5,partly cloudy
29,92,12.5,96,Rainy,1000.69,1,Spring,4,partly cloudy
18,60,12.5,49,Cloudy,1014.48,4,Winter,8.5,partly cloudy
-6,69,18,84,Snowy,998.21,1,Winter,5,partly cloudy
-10,75,6,78,Snowy,992.91,1,Winter,2.5,overcast
32,68,10.5,62,Rainy,1008.34,2,Winter,4.5,overcast
1,95,7.5,80,Snowy,994.31,1,Winter,3.5,overcast
-11,71,7.5,14,Snowy,874.63,2,Spring,15.5,partly cloudy
-5,81,7,50,Snowy,987.6,0,Winter,3.5,overcast
19,94,13,63,Rainy,999.33,0,Autumn,4,partly cloudy
17,59,10,27,Cloudy,1002.36,2,Summer,5,partly cloudy
-8,86,12,57,Snowy,992.13,1,Winter,2.5,overcast
17,76,4,39,Cloudy,1010.02,4,Autumn,6.5,partly cloudy
-10,81,3.5,54,Snowy,986.73,0,Winter,4.5,overcast
41,83,26.5,78,Cloudy,1013.02,11,Summer,8,partly cloudy
18,91,18.5,71,Rainy,1018.56,3,Winter,5,partly cloudy
28,75,17.5,82,Rainy,1018.38,0,Autumn,3,overcast
-12,83,39.5,71,Snowy,988.88,6,Winter,0.5,overcast
15,97,9.5,86,Rainy,1018.49,3,Winter,5,overcast
28,72,10,22,Cloudy,1003.85,4,Winter,8,partly cloudy
23,73,7.5,12,Cloudy,1009.66,1,Winter,7.5,partly cloudy
27,76,10.5,46,Cloudy,1014.42,2,Winter,7.5,partly cloudy
31,92,13,99,Rainy,1015.08,1,Spring,2.5,partly cloudy
22,86,9.5,52,Rainy,1010.08,3,Spring,3,partly cloudy
-1,89,13.5,63,Snowy,984.25,0,Winter,2,partly cloudy
2,74,5,67,Snowy,987.9,0,Winter,3.5,partly cloudy
10,64,13,79,Rainy,997.25,2,Autumn,3,partly cloudy
18,52,12.5,49,Cloudy,1015.77,2,Summer,7.5,partly cloudy
1,28,1.5,48,Cloudy,1126.18,4,Spring,4.5,partly cloudy
3,92,2.5,61,Snowy,988.42,0,Winter,2.5,overcast
31,79,5,31,Cloudy,1001.76,4,Autumn,7.5,partly cloudy
-5,78,10,85,Snowy,985.92,8,Winter,2,partly cloudy
24,67,8,94,Snowy,803.08,12,Winter,5.5,overcast
33,49,0,15,Sunny,1023.19,9,Autumn,8.5,partly cloudy
34,37,1.5,19,Sunny,1010.12,7,Winter,6.5,clear
-2,92,18.5,56,Snowy,983.95,1,Winter,2,overcast
16,93,11,85,Rainy,1012.16,0,Autumn,5,overcast
33,75,2.5,45,Cloudy,1007.13,4,Autumn,8,partly cloudy
26,107,8,89,Cloudy,1007.39,14,Autumn,7,partly cloudy
23,53,4,15,Sunny,1013.46,10,Winter,5.5,clear
30,76,3,16,Cloudy,1005.07,2,Summer,8.5,partly cloudy
23,109,12.5,81,Cloudy,1010.9,5,Spring,3,partly cloudy
1,77,18,92,Snowy,988.56,1,Winter,3,overcast
17,76,14,78,Rainy,994.45,3,Summer,3,overcast
30,56,2.5,18,Sunny,1025.68,7,Winter,8.5,clear
37,50,5,0,Sunny,1014.57,11,Summer,7.5,clear
23,52,8,15,Cloudy,1013.38,4,Summer,8,overcast
13,77,6,27,Rainy,1070.87,11,Autumn,7,cloudy
2,104,27.5,96,Snowy,994.55,2,Winter,1,overcast
36,89,0.5,73,Cloudy,1006.71,13,Summer,2.5,partly cloudy
36,34,2.5,14,Sunny,1012.25,10,Summer,9,partly cloudy
25,26,6,1,Sunny,1017.89,10,Summer,6.5,partly cloudy
-2,68,16,99,Snowy,994.22,1,Winter,1,partly cloudy
-9,88,17.5,77,Snowy,983.66,0,Winter,3,partly cloudy
-8,96,18.5,98,Snowy,980.43,0,Winter,4,partly cloudy
33,64,1.5,3,Sunny,1024.93,9,Spring,5,partly cloudy
21,36,0,5,Sunny,1019.15,6,Summer,5,clear
32,84,8.5,70,Rainy,1000.17,1,Summer,5,overcast
41,42,9,17,Sunny,1029.78,11,Autumn,7,clear
-4,73,3,61,Snowy,996.62,0,Winter,4,partly cloudy
-15,92,26,86,Snowy,999.98,7,Winter,1,overcast
39,49,1.5,14,Sunny,1011.5,9,Autumn,8.5,clear
-6,77,16.5,64,Snowy,990.58,0,Winter,3,overcast
21,77,16,51,Rainy,1005.83,0,Spring,3,overcast
3,63,16,50,Snowy,988.02,0,Winter,4.5,overcast
22,55,0,33,Cloudy,1003.28,1,Autumn,9,partly cloudy
33,25,6.5,16,Sunny,1023.42,9,Summer,5,clear
23,99,6,79,Sunny,1022.51,11,Winter,8.5,partly cloudy
11,46,13,92,Rainy,852.25,12,Spring,11,partly cloudy
26,79,15.5,99,Cloudy,1019.63,13,Spring,2,partly cloudy
-7,91,7.5,84,Snowy,980.7,0,Winter,2,overcast
0,99,15.5,85,Snowy,982.91,0,Winter,2.5,overcast
14,77,14.5,95,Rainy,1012.02,3,Spring,4,partly cloudy
11,65,8,82,Rainy,994.61,0,Winter,4,overcast
34,28,4.5,7,Sunny,1019.19,7,Spring,6.5,clear
-10,60,19.5,60,Snowy,991.57,1,Winter,3,overcast
31,23,6.5,6,Sunny,1019.96,7,Spring,6.5,clear
32,58,2,20,Cloudy,1000.98,4,Autumn,8,partly cloudy
-19,80,15,76,Snowy,999.84,2,Winter,3.5,overcast
26,91,16.5,55,Rainy,1010.76,1,Spring,3.5,overcast
-19,48,10,85,Rainy,976.19,4,Winter,4.5,cloudy
16,61,7.5,45,Cloudy,1015.05,1,Spring,7,overcast
33,68,7.5,94,Rainy,996.65,1,Summer,3,overcast
-4,101,34,76,Snowy,988.5,3,Winter,0,overcast
-5,67,5.5,69,Snowy,980.61,0,Winter,2.5,overcast
-2,90,8.5,59,Snowy,999.51,1,Winter,4,overcast
13,98,7,52,Rainy,1012.26,0,Autumn,4.5,partly cloudy
24,68,14.5,63,Rainy,996.93,0,Spring,3.5,overcast
2,86,14,57,Snowy,993.7,0,Winter,2.5,partly cloudy
40,52,0,0,Sunny,1024.45,7,Autumn,9,clear
36,56,12.5,37,Rainy,848.2,11,Summer,11.5,overcast
3,74,3.5,65,Snowy,981.58,1,Winter,3.5,overcast
38,90,36.5,109,Rainy,998.71,14,Autumn,0.5,partly cloudy
27,69,15.5,74,Rainy,991.07,2,Winter,4.5,overcast
27,56,2.5,14,Cloudy,1012.89,2,Autumn,9,overcast
27,82,12,89,Rainy,1002.5,1,Spring,3.5,overcast
17,74,19,64,Rainy,991.47,1,Winter,4,overcast
-8,71,4.5,78,Snowy,993.38,1,Winter,3.5,overcast
-4,89,12.5,73,Snowy,983.3,1,Winter,4,overcast
27,60,9.5,24,Cloudy,1014.49,2,Summer,6,partly cloudy
29,59,4,5,Sunny,1017.58,8,Spring,10,clear
39,41,4,11,Sunny,1016.32,8,Autumn,5.5,partly cloudy
3,93,11.5,76,Snowy,996.57,1,Winter,4,overcast
20,73,14.5,31,Cloudy,1016.07,4,Summer,8,partly cloudy
-4,94,9.5,55,Snowy,989.77,0,Winter,3,overcast
21,40,4.5,10,Sunny,1010.51,10,Autumn,6,clear
32,64,1.5,25,Cloudy,1006.06,2,Spring,8.5,partly cloudy
29,47,3,14,Sunny,1024.55,6,Autumn,8,clear
-5,80,32.5,82,Snowy,981.81,12,Winter,1,overcast
22,80,14,95,Rainy,998.1,0,Summer,3.5,partly cloudy
25,74,3.5,105,Cloudy,1013.72,2,Autumn,1,partly cloudy
-8,83,14,78,Snowy,995.19,1,Winter,3,overcast
32,57,8.5,43,Cloudy,1002.45,2,Summer,7,partly cloudy
16,73,10,66,Rainy,995.6,0,Summer,2,overcast
-9,78,12.5,84,Snowy,999.78,1,Winter,3,overcast
22,68,19,83,Rainy,1006.73,0,Winter,4,overcast
0,97,8.5,94,Snowy,981.55,1,Winter,1.5,overcast
29,54,5,15,Sunny,1017.97,5,Autumn,10,clear
25,79,11.5,29,Cloudy,1015.62,1,Summer,5,partly cloudy
27,60,0,24,Cloudy,1008.39,4,Spring,8,partly cloudy
11,53,6.5,46,Rainy,904.02,9,Spring,17.5,overcast
-2,64,14,73,Snowy,985.08,0,Winter,5,overcast
84,75,18,76,Sunny,1019.43,14,Autumn,1,clear
11,50,4,19,Cloudy,1011.69,1,Winter,8,partly cloudy
30,64,15,61,Rainy,995.83,2,Spring,3.5,partly cloudy
35,50,4.5,3,Sunny,1018.79,6,Winter,9,clear
32,60,3.5,43,Sunny,1005.35,6,Autumn,17,partly cloudy
17,78,10.5,71,Rainy,992.32,2,Winter,3.5,overcast
-10,86,11,69,Snowy,999.19,0,Winter,1.5,overcast
40,52,10,2,Sunny,1010.31,11,Autumn,7.5,clear
22,30,8,4,Sunny,1027.7,10,Summer,6,clear
28,38,5.5,78,Cloudy,846.61,11,Spring,13,partly cloudy
42,56,7.5,10,Sunny,1024.89,8,Summer,5.5,partly cloudy
18,69,9,39,Cloudy,1013.45,3,Autumn,8,partly cloudy
24,61,9.5,4,Sunny,1016.56,7,Winter,6,clear
18,60,16,62,Rainy,990.89,1,Summer,5,partly cloudy
-4,83,37.5,72,Snowy,991.22,3,Winter,1,partly cloudy
8,77,17,73,Rainy,1014.85,8,Summer,3,overcast
25,59,4,48,Cloudy,1018.44,3,Winter,7,partly cloudy
22,53,1.5,14,Sunny,1010.41,11,Spring,7,clear
-14,56,14,71,Cloudy,982.96,1,Winter,8.5,cloudy
21,37,9,10,Sunny,1018.45,8,Autumn,5.5,partly cloudy
32,56,12,35,Cloudy,1003.57,3,Autumn,6.5,partly cloudy
22,106,11,91,Rainy,1005.53,9,Summer,2.5,partly cloudy
16,89,3.5,93,Sunny,1025.19,3,Summer,5,clear
26,59,1.5,40,Cloudy,1006.19,3,Summer,7,partly cloudy
27,99,13,77,Rainy,1004.66,1,Autumn,5,overcast
18,38,11,20,Snowy,892.79,7,Autumn,1.5,overcast
21,75,5.5,23,Cloudy,1004.22,2,Spring,8,partly cloudy
33,71,1,20,Cloudy,1004.68,1,Autumn,7.5,overcast
-7,83,8,77,Snowy,981.4,1,Winter,3.5,overcast
34,88,15,61,Rainy,991.2,2,Autumn,1.5,overcast
59,88,12.5,103,Sunny,1014.6,0,Autumn,4.5,partly cloudy
11,89,18,70,Rainy,1016.69,3,Autumn,1,overcast
29,96,13,95,Rainy,1019.88,3,Spring,5,overcast
40,59,10,17,Sunny,1025.55,8,Spring,10,clear
5,20,1,37,Rainy,1055.06,4,Spring,12,cloudy
32,66,4.5,17,Cloudy,1014.48,1,Spring,7,partly cloudy
33,67,9,16,Sunny,1024.5,6,Spring,5.5,partly cloudy
34,95,29,86,Rainy,1002.06,5,Winter,2,partly cloudy
24,51,7,53,Cloudy,882.48,3,Summer,1,cloudy
4,67,20,61,Snowy,988.95,0,Winter,1.5,partly cloudy
29,34,6,11,Sunny,1015.86,8,Autumn,6.5,clear
-5,80,1.5,77,Snowy,987.79,1,Winter,4,overcast
24,41,3.5,1,Sunny,1021.36,10,Winter,6,clear
34,54,3,3,Sunny,1018.13,6,Spring,8.5,clear
23,67,17.5,92,Rainy,997.5,0,Summer,4,overcast
31,83,17.5,75,Rainy,1015.19,3,Autumn,3.5,overcast
34,65,11,74,Rainy,1013.38,3,Autumn,3.5,partly cloudy
17,80,16.5,58,Rainy,1017.52,1,Spring,3,partly cloudy
11,64,5,53,Rainy,1005.38,0,Winter,3.5,overcast
31,25,9.5,9,Sunny,1026.9,5,Autumn,8,clear
17,70,14,32,Cloudy,1000.71,2,Spring,6.5,overcast
11,55,5,11,Cloudy,1019.15,2,Autumn,7,partly cloudy
-9,87,11.5,78,Snowy,999.73,0,Winter,1.5,overcast
24,75,10,67,Rainy,994.12,3,Spring,4.5,overcast
32,50,1,25,Cloudy,1013.75,2,Autumn,6,partly cloudy
20,69,19.5,80,Rainy,997.52,0,Spring,1.5,partly cloudy
40,53,0,18,Sunny,1025.22,10,Winter,6.5,clear
11,85,5.5,59,Rainy,1007.74,0,Winter,3,partly cloudy
21,22,6.5,5,Sunny,1010.7,5,Spring,10,partly cloudy
18,56,11,46,Cloudy,1012.72,2,Summer,6.5,partly cloudy
33,61,18,89,Rainy,991.43,2,Spring,5,overcast
6,22,4,74,Sunny,911.37,14,Autumn,17.5,overcast
90,77,10,100,Sunny,1022.83,13,Winter,8,clear
11,65,4.5,39,Cloudy,1010.86,4,Autumn,7.5,overcast
17,74,1,31,Cloudy,1018.03,3,Spring,6.5,partly cloudy
36,31,2.5,5,Sunny,1015.88,11,Winter,8.5,clear
20,73,11.5,77,Cloudy,1009.86,7,Autumn,4.5,partly cloudy
-6,40,7.5,79,Snowy,1078.03,3,Spring,14.5,overcast
41,108,16.5,72,Rainy,998.91,9,Spring,2,overcast
15,74,8.5,20,Cloudy,1016.99,1,Winter,6,overcast
-9,89,3.5,94,Snowy,986.09,1,Winter,2.5,overcast
33,58,3.5,14,Cloudy,1006.58,3,Spring,8,overcast
39,38,14.5,75,Sunny,1045.07,1,Summer,14,partly cloudy
-4,77,1,92,Snowy,999.02,6,Winter,3,overcast
-5,61,0.5,60,Snowy,993.96,1,Winter,4.5,overcast
-1,97,8.5,57,Snowy,990.34,1,Winter,3,overcast
13,53,0.5,24,Cloudy,1017.23,2,Spring,7,partly cloudy
21,62,5,19,Sunny,1028.38,7,Spring,9.5,clear
47,103,33,106,Rainy,1005.94,12,Summer,7,overcast
11,82,13,68,Rainy,998.55,1,Summer,1.5,overcast
29,24,6.5,3,Sunny,1022.56,9,Summer,9.5,clear
-9,66,18.5,62,Snowy,985.51,1,Winter,3.5,overcast
-12,98,26,88,Snowy,996.82,5,Winter,1,partly cloudy
-11,32,3.5,75,Sunny,1172.42,7,Spring,1,overcast
1,67,4.5,19,Sunny,1124.73,12,Summer,15.5,partly cloudy
33,77,14,52,Rainy,1013.24,1,Winter,1.5,overcast
-9,21,3,13,Sunny,865.62,8,Winter,16,overcast
12,50,3.5,12,Cloudy,1015.19,1,Spring,6.5,partly cloudy
15,63,6.5,29,Cloudy,1019.24,2,Winter,6,overcast
13,98,11.5,54,Rainy,997.12,3,Autumn,3,overcast
22,52,9.5,39,Cloudy,1000.75,3,Winter,8.5,partly cloudy
33,52,7,2,Sunny,1026.45,9,Summer,8.5,clear
21,82,7.5,50,Rainy,1001.53,3,Spring,1.5,overcast
-5,91,0.5,66,Snowy,987.59,0,Winter,3.5,overcast
-4,103,2.5,91,Snowy,984.19,7,Winter,1,overcast
11,61,12,73,Sunny,816.58,9,Autumn,16.5,cloudy
42,94,37.5,90,Rainy,1013.1,7,Summer,0.5,partly cloudy
32,77,10,64,Rainy,1016.78,1,Autumn,3.5,overcast
-2,82,3.5,89,Snowy,983.11,1,Winter,2.5,overcast
41,71,11,31,Sunny,947.36,2,Summer,8,cloudy
2,91,2.5,51,Snowy,996.72,0,Winter,1.5,overcast
20,71,7,93,Rainy,1016.56,1,Winter,3.5,partly cloudy
36,48,3.5,11,Sunny,1024.92,10,Autumn,5.5,partly cloudy
32,31,9.5,18,Sunny,1021.33,5,Spring,8,clear
-10,75,9.5,75,Snowy,993.18,0,Winter,2.5,overcast
11,86,11,82,Rainy,1001.8,1,Spring,1.5,overcast
21,99,16,60,Rainy,1011.58,2,Winter,1,partly cloudy
53,104,11,89,Cloudy,1005.24,14,Winter,9.5,overcast
32,27,10,5,Sunny,1027.41,8,Autumn,8,clear
19,78,6.5,33,Cloudy,1004.21,1,Spring,8,overcast
26,42,7,15,Sunny,1026.06,11,Autumn,10,clear
75,70,35.5,99,Cloudy,1019.26,5,Spring,6.5,overcast
44,55,0.5,18,Sunny,1020.67,8,Autumn,7,clear
26,81,8.5,66,Rainy,1005.64,1,Summer,1.5,overcast
25,82,19.5,86,Rainy,1009.16,2,Spring,2,overcast
-3,64,2,53,Snowy,983.9,1,Winter,1.5,overcast
-11,98,33,91,Snowy,982.39,7,Winter,0.5,overcast
-7,74,6.5,65,Snowy,996.08,1,Winter,1.5,overcast
3,79,7.5,80,Snowy,993.59,0,Winter,4.5,overcast
23,84,19,74,Sunny,1013.45,5,Spring,5.5,partly cloudy
25,102,24.5,87,Rainy,996.35,10,Spring,3.5,partly cloudy
30,51,7,4,Sunny,1018.49,9,Summer,5.5,clear
4,64,15.5,55,Snowy,990.36,1,Winter,2.5,overcast
27,49,3,12,Sunny,1028.57,6,Autumn,6.5,clear
48,93,5.5,75,Sunny,1017.07,8,Winter,6.5,clear
41,32,1.5,11,Sunny,1012.63,7,Winter,8.5,clear
-13,77,9.5,46,Sunny,912.8,6,Spring,15,cloudy
-8,68,5.5,80,Snowy,990.74,1,Winter,3,overcast
31,37,3.5,10,Sunny,1017.43,10,Summer,8.5,clear
-5,97,6,51,Snowy,984.17,1,Winter,1.5,partly cloudy
-8,87,20,84,Snowy,996.86,1,Winter,3.5,overcast
-5,92,10,68,Snowy,997.53,1,Winter,2.5,overcast
44,51,3.5,36,Snowy,876.32,8,Winter,9.5,partly cloudy
73,105,12,94,Sunny,1022.52,11,Winter,1.5,clear
14,69,14.5,16,Cloudy,1013.48,3,Winter,6.5,overcast
2,68,3,68,Snowy,993.19,0,Winter,3,partly cloudy
47,23,10.5,82,Snowy,1172.49,11,Spring,9.5,overcast
1,91,14,52,Snowy,984.77,1,Winter,2,overcast
14,60,0,16,Cloudy,1004.87,4,Winter,8.5,partly cloudy
39,51,2.5,15,Sunny,1021.17,10,Summer,5.5,clear
-3,86,15.5,87,Snowy,987.77,0,Winter,3,overcast
20,72,36,102,Cloudy,1001.63,10,Spring,3.5,partly cloudy
28,56,6.5,11,Sunny,1024.91,5,Winter,10,clear
25,79,7,63,Rainy,996.44,2,Spring,4,overcast
0,72,7.5,70,Snowy,990.77,0,Winter,1.5,partly cloudy
33,61,6.5,69,Rainy,1008.12,1,Summer,2.5,overcast
43,30,4,19,Sunny,1028.42,11,Spring,5.5,partly cloudy
21,53,10,18,Sunny,1027.11,6,Winter,5,clear
3,65,19.5,78,Snowy,981.31,1,Winter,1.5,overcast
32,62,15,54,Rainy,1014.33,3,Autumn,1.5,partly cloudy
19,65,7.5,39,Cloudy,1009.88,4,Summer,7,partly cloudy
2,103,7,103,Snowy,994.52,14,Winter,1,overcast
15,51,13,34,Cloudy,1018.72,2,Summer,8,overcast
41,97,27.5,101,Rainy,991.49,0,Summer,0.5,overcast
26,105,13,96,Sunny,1014.18,10,Summer,6,clear
28,45,9,11,Sunny,1023.95,9,Summer,6,partly cloudy
23,68,15,96,Rainy,1009.24,0,Autumn,2,partly cloudy
40,32,6.5,15,Sunny,1029.8,6,Autumn,8.5,clear
10,60,7.5,90,Sunny,1125.69,13,Spring,18.5,overcast
27,48,8,3,Sunny,1019.05,7,Spring,9,clear
24,74,5.5,35,Cloudy,1005.48,4,Summer,6.5,overcast
11,73,9.5,39,Cloudy,1019.63,2,Spring,8,overcast
-2,70,17,61,Snowy,981.11,1,Winter,2,overcast
-22,94,24.5,75,Snowy,980.89,6,Winter,1.5,partly cloudy
11,59,1,10,Cloudy,1014.57,1,Summer,7,overcast
22,56,8,17,Sunny,1024.09,11,Spring,7,clear
25,57,1,22,Cloudy,1013.14,4,Winter,6,partly cloudy
-5,70,1.5,59,Snowy,992.91,0,Winter,1.5,partly cloudy
-2,87,3.5,59,Snowy,998.78,1,Winter,2,overcast
-10,35,11,84,Cloudy,1170.78,5,Spring,12,partly cloudy
20,27,8.5,15,Sunny,1013.44,6,Summer,8.5,clear
